,longitude,latitude,insertDate,uploader,firstLevelid,sheetName,filepath,province,city,country,village,street,oldProvince,oldCity,oldCountry,oldVillage,oldStreet,eastlongitude,northlatitude,population,nation,minorityInfo,dialectInfo,operaInfo,source,degree,area,slice,slices
05299,120.46666666666667,40.55,,,05299,,辽宁/兴城需交文件电子版/模板表/其他/概况.xls,辽宁,葫芦岛市,兴城市,古城街道,北二街居委会,,,,,,,,56万,汉族25.2万人；满族29万人；蒙古族1.12万；其他民族0.68万人。,（无）,兴城方言是兴城地区唯一的汉语通用方言，属东北官话哈阜片——长锦小片。兴城地区不同区域的方言存在一些差异。兴城东北部双树乡临近葫芦岛市，方言特征与其接近。兴城西部旧门乡方言与建昌话相似。兴城西南部六股河地区的方言与绥中话接近。兴城市内方言，尤其是古城一带的方言可以看作是兴城方言的中心地带，是兴城话的代表。兴城方言近年来变化很快。老年发音人的方言特征在青男发音人的口语中失掉很多。年轻人口中的兴城方言在语音、词汇、语法和语用方面都更加接近普通话，尤其是语音，在普通话的影响下，出现很多自由变体形式，演变中的过渡特征明显。,主要是二人转、评剧。,yubao,common,,,
05052,122.15,39.26,,,05052,,辽宁/杏树需交文件电子版/模板表/其他/0001调查点概况.xls,辽宁,大连,金州区,杏树街道,（无）,,,,,,,,2.96万,本点主要是汉族人，有一小部分是满族人,（无）,本点只说当地方言，青年人受普通话影响会说地方普通话，具体情况体现在青男、青女相关语料中。,（无）,6fang,common,,,
05051,122.24166666666667,39.44166666666666,,,05051,,辽宁/大连市区需交文件电子版/模板表/其他/0001调查点概况.xls,辽宁,大连,市内四区,（无）,（无）,,,,,,,,200万,汉族为主，有很小一部分是满族人、朝鲜族人,（无）,本点只说当地方言，青年人受普通话影响会说地方普通话，具体情况体现在青男、青女相关语料中。,（无）,6fang,common,,,
15J15,111.576480481,22.77429606,,,15J15,,广东/罗定需交文件电子版/模板表/其他/概况.xls,广东,云浮市,罗定县,罗城镇街道办,北区居委会,,,,,,,,1290108（2018年云浮统计年鉴）,主要人口为汉族，占总人口的99.74%。另壮族、苗族、侗族、瑶族等24个少数民族，主要分布在加益、 泅纶、 船步、罗平、龙湾等镇，占全市人口的0.36%。,（无）,罗定市境内有粤语、客家话和闽语。粤语口音有白话与能古话，白话使用人口80万，能古话使用人口约30万，分布在全市21个镇，其中能古话分布在9个镇；客家话分布在16个镇，使用人口约16万；闽语分布在太平、罗平 、船步和满塘4个镇，使用人口约1万。,本县有粤剧，与广州粤剧曲目种类相同。老年观众居多，年轻人一般不看。,yubao,common,粤语,广府,系属不明
15J13,112.3835725888,24.786466,,,15J13,,广东/连州需交文件电子版/模板表/其他/概况.xls,广东,清远,连州,连州,上河村,,,,,,,,38.22万（2016年）,29个民族，汉族为主，占98.7%。少数民族以瑶族为主（2016年）。,瑶族有5500余人，使用瑶话，主要分布在瑶安和三水。其余少数民族如壮族、畲族、回族、满族，约有1100余人，为零星迁入。,主要有连州土话，客家话，粤方言和西南官话等四大方言，此外还有梧州话、潮汕方言岛等。连州土话包括星子话（以星子镇为中心，使用人口14万人）、保安话（以保安镇为中心，使用人口3万）、连州话（又叫阿B声，以连州镇为中心，使用人口4到5万）、丰阳话（以丰阳镇为中心，使用人口5万，也叫“大蛮声”）、西岸话（以西岸镇为中心，又叫“小蛮声”，使用人口3万）等五种；粤方言主要包括四会声（以清水、龙坪为多，使用人口5万）、广府话（以连州镇为代表，抗战时随省政府内迁连州而后通行于县城公共场合）等两种；客家话散布于连州市全境，使用人口约10万；西南官话，又称“湖南正字”，分布于县城的鸬鹚嘴、三古滩、翠仙及西江镇的耙田等地。,主要有星子山歌与客家话山歌。星子山歌是用连州土话星子声演唱的，主要分布于连州市星子、大路边这两个乡镇，0001歌谣～0020歌谣就是星子山歌。客家山歌多见于客家人比较集中的九陂镇、龙坪镇以及城南一带。,yubao,common,土话,粤北土话,连州土话
15J12,114.58333333333334,24.275,,,15J12,,广东/连平需交文件电子版/模板表/其他/概况.xls,广东,河源,连平,元善,（无）,,,,,,,,据2019年统计初统计，413813人。,"据2019年统计初统计，汉族共410101人 , 畲族共3041人，暂未登记601人",（无）,连平通行的为客家方言，分布于连平县各乡镇，使用人口约41万人，各乡镇语音略有差别，按口音分有以下几类：（1）连平话，主要分布在元善镇，其中分为两种口音：县城口音分布在城北、城西、城东、城南、南湖等5个居委会，“乡下”口音分布在元善镇石龙，增坝等 15 个行政村，略有不同；使用人口约3.8万人；（2）上坪话：分布上坪镇，内莞镇，使用人口约4.5万人；（3）忠信话：分布忠信镇，油溪镇、大湖镇、三角镇、绣缎镇，使用人口约15.2万人；（4）九连话：主要分布在高莞镇，使用人口  约2.6万人；（5）隆街话：分布隆街镇，田源镇，使用人口约5万人；（6）陂头话：分布于陂头镇，使用人口约3.5万人。（2019年初统计）,方言说唱主要有连平客家山歌、哭嫁歌、春牛歌、纸马舞歌、医药歌诀、鲤鱼歌、龙歌等，其中连平客家山歌、哭嫁歌流行于全县各乡镇；春牛歌流行于溪山镇、隆街镇；纸马舞歌和医药歌诀歌流行于陂头镇；鲤鱼歌流行于高莞镇；龙歌流行于元善镇。地方戏主要有连平采茶戏，流行于全县各乡镇。,yubao,common,客家方言,粤中,系属不明
15J09,112.64166666666667,22.825,,,15J09,,广东/高明需交文件电子版/模板表/其他/概况.xls,广东,佛山市,高明区,明城镇,（无）,,,,,,,,44万（2019年）,汉族为主，大约站98%,（无）,"高明境内,除合水镇西部官山、鹿田少数乡村，约3-4千人使用客家话外，主要通行粤语，以明城话为代表。高明粤语内部大致分为3片：1.以明城话为代表的中、西部方言，包括明城、新墟、更合等镇。2.以西安话为代表的北部方言通行于西安、三周、富湾各镇。3.以人和、杨梅为主的南部方言。",主要是粤剧,yubao,common,粤语,广府片,广佛小片
15J10,112.475,23.133333333333333,,,15J10,,广东/高要需交文件电子版/模板表/其他/概况.xls,广东,肇庆市,端州区,城东街道办、城西街道办,（无）,,,,,,,,50.94万,汉族人口最多，占总人口的99.54%；少数民族有壮族、瑶族、回族、黎族、土家族、苗族、满族、侗族等46个。（具体多少人）,除回族居民在城西街道办有少数聚居外，其他民族基本已经被汉族同化，大多使用新端州话或粤语交流,主要运用粤语和端州话，老年人以老端州话为主，年轻人以新端州话为主，其中语音和词汇向粤语靠拢；外出工作的端州年轻人以粤语为主。,以粤剧为主，主要在老年人群体中使用，肇庆市越剧团和民间组织私伙局为主要活动团体。,yubao,common,粤方言,罗广方言,勾漏片
15J14,114.11166666666668,23.64944444444444,,,15J14,,广东/龙门需交文件电子版/模板表/其他/概况.xls,广东,惠州,龙门,龙城街道,甘香村,,,,,,,,36万,汉族35万，瑶族约1万。,龙门县的瑶族主要分布在蓝田镇瑶族乡，是明朝前从当时的韶州（今韶关）搬迁到蓝田的，今已汉化，说蓝田话（本地话中的一种）。,龙门县的汉语方言主要有粤语和客家话，此外，还有极少数人使用闽方言。龙门县的粤语主要分布在县城龙城街道、龙田、龙潭、龙华、沙径、麻榨、永汉等镇，使用人口约16万人。客家话主要分布在龙潭、永汉、麻榨、龙华、平陵、龙江、地派等镇，使用人口约16万人。闽语主要分布在龙门县龙潭镇的一个村落——丁坑，是一个典型的闽方言岛，使用人口约100人。此外，龙门县内广泛分布着一种内部颇为一致的方言土语，以此为母语者一般以“本地人”自居，并称这种土语为“本地话”。本地话主要分布在龙门北部的蓝田瑶族乡、西北部的地派、东部偏南的平陵和龙江以及路溪(现属龙江镇)等。这种本地话的归属学术界目前还有不同的看法。本地话使用人口约3万。,"龙门县各地都流行唱山歌的习俗。平日，劳动人民常用山歌抒发感情和表达对生活的热爱。特别是每年中秋节前后的晚上，人们多集结于山旁、河岸或草坪，边唱或边听山歌边赏月。龙门山歌大致可分为三类：一类为流行于龙门县城周围、左潭、铁岗的本地山歌。用龙门话唱，问字攞音。一类为流行于平陵、龙江、永汉、麻榨、南昆、地派等客家地区的客家山歌。此类又可细分为用当地客家话唱的客家山歌，和兴梅地区流入的客家山歌(包括五句板)。一类为流行于蓝田瑶族乡的瑶族山歌。不过，当地瑶族人已经汉化，不会说瑶语了。他们的山歌是用当地的本地话演唱的。
龙门山歌内容丰富，有劳动歌、时政歌、仪式歌、情歌、季节歌、猜字歌、劝郎歌等，其中尤
以情歌最为丰富。龙门山歌，迄今仍盛唱不衰。1980年中秋节，县文化局在东较场组织“中秋山歌演唱会”。此后，每年中秋节都组织山歌对唱、会唱。",yubao,common,粤语,广府片,系属不明
15J08,116.247539733,23.81061027,,,15J08,,广东/丰顺需交文件电子版/模板表/其他/概况.xls,广东,梅州,丰顺,汤坑镇,埔河村,,,,,,,,2017年末户籍人口745790人,汉族，约745430人,有畲话，人口360多，主要分布在潭江镇凤坪村。,丰顺的汉族之中，客家占五分之四(80.1%)，近60万人。丰顺客家主要有半山鹤(汤坑口音)、丰良、大龙华、潭江、潘田、八乡等6种客家口音，其中半山鹤人口约30万。半山鹤又称半山客，是受潮州文化影响较多的客家支系。丰顺的福佬民系，主要属于潮州系。集中在汤南、留隍(东留镇已并入留隍)两镇，其中汤南镇逾45000人，留隍镇近85000人(未计入茶背部分)。留隍镇茶背片客家较多。此外在黄金镇、汤坑镇、埔寨农场、丰良镇、潭江镇及留隍镇茶背片等地还有小部分福佬。丰顺福佬口音也很复杂，主要是留隍的潮州口音、汤南的揭阳口音、黄金的闽南口音和汤坑的咸水（学老）口音。丰顺的福佬，比例接近五分之一(19.8%)，近14万人。,有客家山歌。先辈流传下来的山歌已极少，多为今人创作的用客家话唱的流行歌曲。女性传唱得较多，男性较少。,yubao,common,客家方言,粤东片,兴华小片
15J16,113.76666666666667,25.191666666666666,,,15J16,,广东/仁化需交文件电子版/模板表/其他/概况.xls,广东,韶关,仁化,丹霞街道办事处,中心村委会,,,,,,,,24.47万（2018年末）,汉族，24.47万（2018年末）,无呈区域分布的少数民族语言,本县汉语方言主要是仁化客家话，大致可分为附城话、董塘话、长江话、塞麻话和河源话五种。附城话即仁化城区方言，主要分布在仁化县城及周边村镇，人口约65000人，董塘话主要分布在董塘和石塘的大部分地区及红山全部，人口约57000人，长江话主要分布在长江、扶溪、城口、闻韶镇等，人口约5700人，塞麻话，包括董塘及石塘镇一些村子，人口约9000人，河源话，主要分布在董塘的红星、五四、星光、东升等村，人口约2000人。此外，县境内还有通行于县城的“白话”（即粤语）。讲白话的人少数来自粤语区，多数则为自觉学习和运用第二方言的本地人,仁化县曲艺主要是石塘镇的的月姐歌，用石塘古村特有的方言唱出，现已被列为“广东省非物质文化遗产”。演唱时间是每年农历八月初一到八月十五，“月姐歌”只在晚上唱，而且，只有女人唱。地方戏主要是采茶戏，广泛流传于粤北各县客家聚居区。多以旦、生、丑三个角色演出，又称“三脚班”。唱腔以曲牌联体为主，道白和唱词均用粤北客家方言，载歌载舞。,yubao,common,客家方言,粤北片,系属不明
