cid,CCR,zhongguoyuyan,simplified,traditional,character
21892,,,𢆃,𢆃,𢆃
21893,,,𢆉,𢆉,𢆉
21894,,,𢆐,𢆐,𢆐
21895,,,𢆑,𢆑,𢆑
21896,,,𢆓,𢆓,𢆓
21897,,,𢆞,𢆞,𢆞
21898,,,𢆡,𢆡,𢆡
21899,,,𢆯,𢆯,𢆯
21900,,,𢆶,𢆶,𢆶
21901,,,𢆷,𢆷,𢆷
21902,,,𢆸,𢆸,𢆸
21903,,,𢆻,𢆻,𢆻
21904,,,𢆼,𢆼,𢆼
21905,,,𢆿,𢆿,𢆿
21906,,,𢇅,𢇅,𢇅
21907,,,𢇇,𢇇,𢇇
21908,,,𢇌,𢇌,𢇌
21909,,,𢇍,𢇍,𢇍
21910,,,𢇏,𢇏,𢇏
21911,,,𢇓,𢇓,𢇓
21912,,,𢇘,𢇘,𢇘
21913,,,𢇞,𢇞,𢇞
21914,,,𢇫,𢇫,𢇫
21915,,,𢇳,𢇳,𢇳
21916,,,𢇷,𢇷,𢇷
21917,,,𢇺,𢇺,𢇺
21918,,,𢇻,𢇻,𢇻
21919,,,𢇼,𢇼,𢇼
21920,,,𢇿,𢇿,𢇿
21921,,,𢈈,𢈈,𢈈
21922,,,𢈉,𢈉,𢈉
21923,,,𢈊,𢈊,𢈊
21924,,,𢈋,𢈋,𢈋
21925,,,𢈌,𢈌,𢈌
21926,,,𢈔,𢈔,𢈔
21927,,,𢈙,𢈙,𢈙
21928,,,𢈚,𢈚,𢈚
21929,,,𢈜,𢈜,𢈜
21930,,,𢈠,𢈠,𢈠
21931,,,𢈥,𢈥,𢈥
21932,,,𢈹,𢈹,𢈹
21933,,,𢈺,𢈺,𢈺
21934,,,𢈻,𢈻,𢈻
21935,,,𢈿,𢈿,𢈿
21936,,,𢉌,𢉌,𢉌
21937,,,𢉍,𢉍,𢉍
21938,,,𢉙,𢉙,𢉙
21939,,,𢉛,𢉛,𢉛
21940,,,𢉤,𢉤,𢉤
21941,,,𢉥,𢉥,𢉥
21942,,,𢉧,𢉧,𢉧
21943,,,𢉨,𢉨,𢉨
21944,,,𢊁,𢊁,𢊁
21945,,,𢊄,𢊄,𢊄
21946,,,𢊕,𢊕,𢊕
21947,,,𢊖,𢊖,𢊖
21948,,,𢊗,𢊗,𢊗
21949,,,𢊰,𢊰,𢊰
21950,,,𢋂,𢋂,𢋂
21951,,,𢋄,𢋄,𢋄
21952,,,𢋅,𢋅,𢋅
21953,,,𢋇,𢋇,𢋇
21954,,,𢋈,㢝,㢝
21955,,,𢋒,𢋒,𢋒
21956,,,𢋯,𢋯,𢋯
21957,,,𢋱,𢋱,𢋱
21958,,,𢋼,𢋼,𢋼
21959,,,𢋾,𢋾,𢋾
21960,,,𢌓,𢌓,𢌓
21961,,,𢌝,𢌝,𢌝
21962,,,𢌞,𢌞,𢌞
21963,,,𢌳,𢌳,𢌳
21964,,,𢌻,𢌻,𢌻
21965,,,𢌿,𢌿,𢌿
21966,,,𢍁,𢍁,𢍁
21967,,,𢍄,𢍄,𢍄
21968,,,𢍊,𢍊,𢍊
21969,,,𢍎,𢍎,𢍎
21970,,,𢍏,𢍏,𢍏
21971,,,𢍐,𢍐,𢍐
21972,,,𢍒,𢍒,𢍒
21973,,,𢍔,𢍔,𢍔
21974,,,𢍕,𢍕,𢍕
21975,,,𢍗,𢍗,𢍗
21976,,,𢍚,𢍚,𢍚
21977,,,𢍝,𢍝,𢍝
21978,,,𢍞,𢍞,𢍞
21979,,,𢍬,𢍬,𢍬
21980,,,𢍮,𢍮,𢍮
21981,,,𢍲,𢍲,𢍲
21982,,,𢍶,𢍶,𢍶
21983,,,𢍷,𢍷,𢍷
21984,,,𢎀,𢎀,𢎀
21985,,,𢎘,𢎘,𢎘
21986,,,𢎛,𢎛,𢎛
21987,,,𢎜,𢎜,𢎜
21988,,,𢎝,𢎝,𢎝
21989,,,𢎞,𢎞,𢎞
21990,,,𢎟,𢎟,𢎟
21991,,,𢎠,𢎠,𢎠
21992,,,𢎦,𢎦,𢎦
21993,,,𢎧,𢎧,𢎧
21994,,,𢎮,𢎮,𢎮
21995,,,𢎰,𢎰,𢎰
21996,,,𢎹,𢎹,𢎹
21997,,,𢏇,𢏇,𢏇
21998,,,𢏕,𢏕,𢏕
21999,,,𢏤,𢏤,𢏤
22000,,,𢏧,𢏧,𢏧
22001,,,𢏩,𢏩,𢏩
22002,,,𢏱,𢏱,𢏱
22003,,,𢏳,𢏳,𢏳
22004,,,𢐂,𢐂,𢐂
22005,,,𢐄,𢐄,𢐄
22006,,,𢐓,𢐓,𢐓
22007,,,𢐭,𢐭,𢐭
22008,,,𢐲,𢐲,𢐲
22009,,,𢐸,𢐸,𢐸
22010,,,𢐹,𢐹,𢐹
22011,,,𢐼,𢐼,𢐼
22012,,,𢑀,𢑀,𢑀
22013,,,𢑄,𢑄,𢑄
22014,,,𢑆,𢑆,𢑆
22015,,,𢑍,𢑍,𢑍
22016,,,𢑎,𢑎,𢑎
22017,,,𢑔,𢑔,𢑔
22018,,,𢑘,𢑘,𢑘
22019,,,𢑢,𢑢,𢑢
22020,,,𢑦,𢑦,𢑦
22021,,,𢑨,𢑨,𢑨
22022,,,𢑳,𢑳,𢑳
22023,,,𢑷,𢑷,𢑷
22024,,,𢑿,𢑿,𢑿
22025,,,𢒃,𢒃,𢒃
22026,,,𢒏,𢒏,𢒏
22027,,,𢒓,𢒓,𢒓
22028,,,𢒔,𢒔,𢒔
22029,,,𢒕,𢒕,𢒕
22030,,,𢒗,𢒗,𢒗
22031,,,𢒙,𢒙,𢒙
22032,,,𢒞,𢒞,𢒞
22033,,,𢒟,𢒟,𢒟
22034,,,𢒠,𢒠,𢒠
22035,,,𢒡,𢒡,𢒡
22036,,,𢒦,𢒦,𢒦
22037,,,𢒪,𢒪,𢒪
22038,,,𢒳,𢒳,𢒳
22039,,,𢒴,𢒴,𢒴
22040,,,𢒸,𢒸,𢒸
22041,,,𢒿,𢒿,𢒿
22042,,,𢓀,𢓀,𢓀
22043,,,𢓇,𢓇,𢓇
22044,,,𢓈,𢓈,𢓈
22045,,,𢓓,𢓓,𢓓
22046,,,𢓕,𢓕,𢓕
22047,,,𢓜,𢓜,𢓜
22048,,,𢓠,𢓠,𢓠
22049,,,𢓡,𢓡,𢓡
22050,,,𢓪,𢓪,𢓪
22051,,,𢓬,𢓬,𢓬
22052,,,𢓱,𢓱,𢓱
22053,,,𢓶,𢓶,𢓶
22054,,,𢓷,𢓷,𢓷
22055,,,𢔅,𢔅,𢔅
22056,,,𢔋,𢔋,𢔋
22057,,,𢔍,𢔍,𢔍
22058,,,𢔎,𢔎,𢔎
22059,,,𢔏,𢔏,𢔏
22060,,,𢔑,𢔑,𢔑
22061,,,𢔟,𢔟,𢔟
22062,,,𢔠,𢔠,𢔠
22063,,,𢔡,𢔡,𢔡
22064,,,𢔢,𢔢,𢔢
22065,,,𢔥,𢔥,𢔥
22066,,,𢔨,𢔨,𢔨
22067,,,𢔪,𢔪,𢔪
22068,,,𢔭,𢔭,𢔭
22069,,,𢔮,𢔮,𢔮
22070,,,𢔳,𢔳,𢔳
22071,,,𢔶,𢔶,𢔶
22072,,,𢕐,𢕐,𢕐
22073,,,𢕓,𢕓,𢕓
22074,,,𢕕,𢕕,𢕕
22075,,,𢕘,𢕘,𢕘
22076,,,𢕚,𢕚,𢕚
22077,,,𢕛,𢕛,𢕛
22078,,,𢕜,𢕜,𢕜
22079,,,𢕬,𢕬,𢕬
22080,,,𢕮,𢕮,𢕮
22081,,,𢕱,𢕱,𢕱
22082,,,𢕶,𢕶,𢕶
22083,,,𢕹,𢕹,𢕹
22084,,,𢕾,𢕾,𢕾
22085,,,𢖉,𢖉,𢖉
22086,,,𢖊,𢖊,𢖊
22087,,,𢖒,𢖒,𢖒
22088,,,𢖔,𢖔,𢖔
22089,,,𢖗,𢖗,𢖗
22090,,,𢖛,𢖛,𢖛
22091,,,𢖦,𢖦,𢖦
22092,,,𢖫,𢖫,𢖫
22093,,,𢖳,𢖳,𢖳
22094,,,𢖺,𢖺,𢖺
22095,,,𢗊,𢗊,𢗊
22096,,,𢗋,𢗋,𢗋
22097,,,𢗍,𢗍,𢗍
22098,,,𢗏,𢗏,𢗏
22099,,,𢗒,𢗒,𢗒
22100,,,𢗓,㦛,㦛
22101,,,𢗓,𢗓,𢗓
22102,,,𢗿,𢗿,𢗿
22103,,,𢘁,𢘁,𢘁
22104,,,𢘂,𢘂,𢘂
22105,,,𢘃,𢘃,𢘃
22106,,,𢘆,𢘆,𢘆
22107,,,𢘇,𢘇,𢘇
22108,,,𢘈,𢘈,𢘈
22109,,,𢘉,𢘉,𢘉
22110,,,𢘋,𢘋,𢘋
22111,,,𢘌,𢘌,𢘌
22112,,,𢘍,𢘍,𢘍
22113,,,𢘎,𢘎,𢘎
22114,,,𢘐,𢘐,𢘐
22115,,,𢘑,𢘑,𢘑
22116,,,𢘒,𢘒,𢘒
22117,,,𢘔,𢘔,𢘔
22118,,,𢘖,𢘖,𢘖
22119,,,𢘙,𢤱,𢤱
22120,,,𢘛,𢘛,𢘛
22121,,,𢘦,𢘦,𢘦
22122,,,𢘽,𢘽,𢘽
22123,,,𢘿,𢘿,𢘿
22124,,,𢙂,𢙂,𢙂
22125,,,𢙈,𢙈,𢙈
22126,,,𢙌,𢙌,𢙌
22127,,,𢙎,𢙎,𢙎
22128,,,𢙏,愻,愻
22129,,,𢙐,憹,憹
22130,,,𢙒,憢,憢
22131,,,𢙓,懀,懀
22132,,,𢙖,𢙖,𢙖
22133,,,𢙱,𢙱,𢙱
22134,,,𢙳,𢙳,𢙳
22135,,,𢙶,𢙶,𢙶
22136,,,𢙻,𢙻,𢙻
22137,,,𢙼,𢙼,𢙼
22138,,,𢚂,𢚂,𢚂
22139,,,𢚇,𢚇,𢚇
22140,,,𢚊,𢚊,𢚊
22141,,,𢚏,𢚏,𢚏
22142,,,𢚝,𢚝,𢚝
22143,,,𢚶,𢚶,𢚶
22144,,,𢚷,𢚷,𢚷
22145,,,𢚻,𢚻,𢚻
22146,,,𢛁,𢛁,𢛁
22147,,,𢛃,𢛃,𢛃
22148,,,𢛆,𢛆,𢛆
22149,,,𢛇,𢛇,𢛇
22150,,,𢛈,𢛈,𢛈
22151,,,𢛋,𢛋,𢛋
22152,,,𢛎,𢛎,𢛎
22153,,,𢛓,𢛓,𢛓
22154,,,𢛔,𢛔,𢛔
22155,,,𢛗,𢛗,𢛗
22156,,,𢛞,𢛞,𢛞
22157,,,𢛟,𢛟,𢛟
22158,,,𢛤,𢛤,𢛤
22159,,,𢛧,𢛧,𢛧
22160,,,𢛪,𢛪,𢛪
22161,,,𢛭,𢛭,𢛭
22162,,,𢛯,㦎,㦎
22163,,,𢛳,𢛳,𢛳
22164,,,𢜚,𢜚,𢜚
22165,,,𢜩,𢜩,𢜩
22166,,,𢜪,𢜪,𢜪
22167,,,𢜫,𢜫,𢜫
22168,,,𢜬,𢜬,𢜬
22169,,,𢜭,𢜭,𢜭
22170,,,𢜮,𢜮,𢜮
22171,,,𢜯,𢜯,𢜯
22172,,,𢜰,𢜰,𢜰
22173,,,𢜳,𢜳,𢜳
22174,,,𢜴,𢜴,𢜴
22175,,,𢜶,𢜶,𢜶
22176,,,𢜸,𢜸,𢜸
22177,,,𢜽,𢜽,𢜽
22178,,,𢝁,𢝁,𢝁
22179,,,𢝃,𢝃,𢝃
22180,,,𢝆,𢝆,𢝆
22181,,,𢝇,𢝇,𢝇
22182,,,𢝉,𢝉,𢝉
22183,,,𢝓,𢝓,𢝓
22184,,,𢝔,𢝔,𢝔
22185,,,𢝕,𢝕,𢝕
22186,,,𢝝,𢝝,𢝝
22187,,,𢝵,𢝵,𢝵
22188,,,𢝹,𢝹,𢝹
22189,,,𢞈,𢞈,𢞈
22190,,,𢞎,𢞎,𢞎
22191,,,𢞏,𢞏,𢞏
22192,,,𢞐,𢞐,𢞐
22193,,,𢞑,𢞑,𢞑
22194,,,𢞒,𢞒,𢞒
22195,,,𢞕,𢞕,𢞕
22196,,,𢞗,𢞗,𢞗
22197,,,𢞝,𢞝,𢞝
22198,,,𢞡,𢞡,𢞡
22199,,,𢞢,𢞢,𢞢
22200,,,𢞣,𢞣,𢞣
22201,,,𢞦,𢞦,𢞦
22202,,,𢞯,𢞯,𢞯
22203,,,𢟇,𢟇,𢟇
22204,,,𢟉,𢟉,𢟉
22205,,,𢟡,𢟡,𢟡
22206,,,𢟢,𢟢,𢟢
22207,,,𢟤,𢟤,𢟤
22208,,,𢟪,𢟪,𢟪
22209,,,𢟮,𢟮,𢟮
22210,,,𢟰,𢟰,𢟰
22211,,,𢟱,𢟱,𢟱
22212,,,𢟲,𢟲,𢟲
22213,,,𢟽,𢟽,𢟽
22214,,,𢠁,懎,懎
22215,,,𢠜,𢠜,𢠜
22216,,,𢠫,𢠫,𢠫
22217,,,𢠳,𢠳,𢠳
22218,,,𢠵,𢠵,𢠵
22219,,,𢠷,𢠷,𢠷
22220,,,𢠽,𢠽,𢠽
22221,,,𢡉,𢡉,𢡉
22222,,,𢡌,𢡌,𢡌
22223,,,𢡍,𢡍,𢡍
22224,,,𢡔,𢡔,𢡔
22225,,,𢡘,𢡘,𢡘
22226,,,𢡙,𢡙,𢡙
22227,,,𢡤,𢡤,𢡤
22228,,,𢡪,𢡪,𢡪
22229,,,𢡱,𢡱,𢡱
22230,,,𢡹,𢡹,𢡹
22231,,,𢢐,𢢐,𢢐
22232,,,𢢐,𤢻,𤢻
22233,,,𢢜,𢢜,𢢜
22234,,,𢢝,𢢝,𢢝
22235,,,𢢞,𢢞,𢢞
22236,,,𢢠,𢢠,𢢠
22237,,,𢢢,𢢢,𢢢
22238,,,𢢣,𢢣,𢢣
22239,,,𢢧,𢢧,𢢧
22240,,,𢢱,𢢱,𢢱
22241,,,𢣎,𢣎,𢣎
22242,,,𢣏,𢣏,𢣏
22243,,,𢣑,𢣑,𢣑
22244,,,𢣒,𢣒,𢣒
22245,,,𢣔,𢣔,𢣔
22246,,,𢣕,𢣕,𢣕
22247,,,𢣘,𢣘,𢣘
22248,,,𢣙,𢣙,𢣙
22249,,,𢣵,𢣵,𢣵
22250,,,𢣻,𢣻,𢣻
22251,,,𢣿,𢣿,𢣿
22252,,,𢤁,𢤁,𢤁
22253,,,𢤂,𢤂,𢤂
22254,,,𢤆,𢤆,𢤆
22255,,,𢤇,𢤇,𢤇
22256,,,𢤉,𢤉,𢤉
22257,,,𢤋,𢤋,𢤋
22258,,,𢤏,𢤏,𢤏
22259,,,𢤑,𢤑,𢤑
22260,,,𢤒,𢤒,𢤒
22261,,,𢤤,𢤤,𢤤
22262,,,𢤷,𢤷,𢤷
22263,,,𢥃,𢥃,𢥃
22264,,,𢥎,𢥎,𢥎
22265,,,𢥒,𢥒,𢥒
22266,,,𢥗,𢥗,𢥗
22267,,,𢥘,𢥘,𢥘
22268,,,𢥛,𢥛,𢥛
22269,,,𢥜,𢥜,𢥜
22270,,,𢥞,𢥞,𢥞
22271,,,𢥠,𢥠,𢥠
22272,,,𢥲,𢥲,𢥲
22273,,,𢦅,𢦅,𢦅
22274,,,𢦇,𢦇,𢦇
22275,,,𢦏,𢦏,𢦏
22276,,,𢦒,𢦒,𢦒
22277,,,𢦓,𢦓,𢦓
22278,,,𢦔,𢦔,𢦔
22279,,,𢦚,𢦚,𢦚
22280,,,𢦟,𢦟,𢦟
22281,,,𢦠,𢦠,𢦠
22282,,,𢦡,𢦡,𢦡
22283,,,𢦢,𢦢,𢦢
22284,,,𢦧,𢦧,𢦧
22285,,,𢦬,𢦬,𢦬
22286,,,𢦭,𢦭,𢦭
22287,,,𢦹,𢦹,𢦹
22288,,,𢧀,𢧀,𢧀
22289,,,𢧁,𢧁,𢧁
22290,,,𢧇,𢧇,𢧇
22291,,,𢧉,𢧉,𢧉
22292,,,𢧋,𢧋,𢧋
22293,,,𢧌,𢧌,𢧌
22294,,,𢧖,𢧖,𢧖
22295,,,𢧤,𢧤,𢧤
22296,,,𢧧,𢧧,𢧧
22297,,,𢧳,𢧳,𢧳
22298,,,𢧴,𢧴,𢧴
22299,,,𢧹,𢧹,𢧹
22300,,,𢨀,𢨀,𢨀
22301,,,𢨄,𢨄,𢨄
22302,,,𢨇,𢨇,𢨇
22303,,,𢨊,𢨊,𢨊
22304,,,𢨋,𢨋,𢨋
22305,,,𢨍,𢨍,𢨍
22306,,,𢨒,𢨒,𢨒
22307,,,𢨔,𢨔,𢨔
22308,,,𢨛,𢨛,𢨛
22309,,,𢨪,𢨪,𢨪
22310,,,𢨫,𢨫,𢨫
22311,,,𢨷,𢨷,𢨷
22312,,,𢨸,𢨸,𢨸
22313,,,𢩄,𢩄,𢩄
22314,,,𢩋,𢩋,𢩋
22315,,,𢩍,𢩍,𢩍
22316,,,𢩙,𢩙,𢩙
22317,,,𢩠,𢩠,𢩠
22318,,,𢩨,𢩨,𢩨
22319,,,𢩭,𢩭,𢩭
22320,,,𢩹,𢩹,𢩹
22321,,,𢪂,𢪂,𢪂
22322,,,𢪇,𢪇,𢪇
22323,,,𢪊,𢪊,𢪊
22324,,,𢪍,𢪍,𢪍
22325,,,𢪎,𢪎,𢪎
22326,,,𢪏,𢪏,𢪏
22327,,,𢪒,𢪒,𢪒
22328,,,𢪘,𢪘,𢪘
22329,,,𢪠,𢪠,𢪠
22330,,,𢪯,𢪯,𢪯
22331,,,𢪱,𢪱,𢪱
22332,,,𢪾,𢪾,𢪾
22333,,,𢫓,𢫓,𢫓
22334,,,𢫕,𢫕,𢫕
22335,,,𢫣,𢫣,𢫣
22336,,,𢫥,𢫥,𢫥
22337,,,𢫧,𢫧,𢫧
22338,,,𢫨,𢫨,𢫨
22339,,,𢫩,𢫩,𢫩
22340,,,𢫫,𢫫,𢫫
22341,,,𢫬,摋,摋
22342,,,𢫭,𢫭,𢫭
22343,,,𢫯,𢫯,𢫯
22344,,,𢫴,𢫴,𢫴
22345,,,𢫷,𢫷,𢫷
22346,,,𢫹,𢫹,𢫹
22347,,,𢫾,𢫾,𢫾
22348,,,𢬆,𢬆,𢬆
22349,,,𢬍,擫,擫
22350,,,𢬞,𢬞,𢬞
22351,,,𢬟,𢬟,𢬟
22352,,,𢬤,𢬤,𢬤
22353,,,𢬳,𢬳,𢬳
22354,,,𢬴,𢬴,𢬴
22355,,,𢬸,𢬸,𢬸
22356,,,𢬿,𢬿,𢬿
22357,,,𢭀,𢭀,𢭀
22358,,,𢭍,𢭍,𢭍
22359,,,𢭟,𢭟,𢭟
22360,,,𢭤,𢭤,𢭤
22361,,,𢭳,𢭳,𢭳
22362,,,𢮁,𢮁,𢮁
22363,,,𢮂,𢮂,𢮂
22364,,,𢮙,𢮙,𢮙
22365,,,𢮛,𢮛,𢮛
22366,,,𢮟,𢮟,𢮟
22367,,,𢮢,𢮢,𢮢
22368,,,𢮨,𢮨,𢮨
22369,,,𢮱,𢮱,𢮱
22370,,,𢯊,𢯊,𢯊
22371,,,𢯎,𢯎,𢯎
22372,,,𢯙,𢯙,𢯙
22373,,,𢯞,𢯞,𢯞
22374,,,𢯩,𢯩,𢯩
22375,,,𢯬,𢯬,𢯬
22376,,,𢯭,𢯭,𢯭
22377,,,𢯮,𢯮,𢯮
22378,,,𢯰,𢯰,𢯰
22379,,,𢯸,𢯸,𢯸
22380,,,𢯹,𢯹,𢯹
22381,,,𢯻,𢯻,𢯻
22382,,,𢯼,𢯼,𢯼
22383,,,𢯽,𢯽,𢯽
22384,,,𢯾,𢯾,𢯾
22385,,,𢰂,𢰂,𢰂
22386,,,𢰊,𢰊,𢰊
22387,,,𢰕,𢰕,𢰕
22388,,,𢰛,𢰛,𢰛
22389,,,𢰪,𢰪,𢰪
22390,,,𢰸,𢰸,𢰸
22391,,,𢱈,𢱈,𢱈
22392,,,𢱉,𢱉,𢱉
22393,,,𢱑,𢱑,𢱑
22394,,,𢱕,𢱕,𢱕
22395,,,𢱟,𢱟,𢱟
22396,,,𢱡,𢱡,𢱡
22397,,,𢱢,𢱢,𢱢
22398,,,𢱤,𢱤,𢱤
22399,,,𢱱,𢱱,𢱱
22400,,,𢱳,𢱳,𢱳
22401,,,𢱵,𢱵,𢱵
22402,,,𢱿,𢱿,𢱿
22403,,,𢲔,𢲔,𢲔
22404,,,𢲟,𢲟,𢲟
22405,,,𢲢,𢲢,𢲢
22406,,,𢲨,𢲨,𢲨
22407,,,𢲫,𢲫,𢲫
22408,,,𢲲,𢲲,𢲲
22409,,,𢲳,𢲳,𢲳
22410,,,𢲵,𢲵,𢲵
22411,,,𢲶,𢲶,𢲶
22412,,,𢲼,𢲼,𢲼
22413,,,𢲿,𢲿,𢲿
22414,,,𢳀,𢳀,𢳀
22415,,,𢳁,𢳁,𢳁
22416,,,𢳂,𢳂,𢳂
22417,,,𢳃,𢳃,𢳃
22418,,,𢳄,𢳄,𢳄
22419,,,𢳆,𢳆,𢳆
22420,,,𢳋,𢳋,𢳋
22421,,,𢳍,𢳍,𢳍
22422,,,𢳎,𢳎,𢳎
22423,,,𢳚,𢳚,𢳚
22424,,,𢳟,𢳟,𢳟
22425,,,𢳧,𢳧,𢳧
22426,,,𢳪,𢳪,𢳪
22427,,,𢳵,𢳵,𢳵
22428,,,𢳶,𢳶,𢳶
22429,,,𢳾,𢳾,𢳾
22430,,,𢴄,𢴄,𢴄
22431,,,𢴈,𢴈,𢴈
22432,,,𢴠,𢴠,𢴠
22433,,,𢴡,𢴡,𢴡
22434,,,𢴦,𢴦,𢴦
22435,,,𢴧,𢴧,𢴧
22436,,,𢴨,𢴨,𢴨
22437,,,𢴩,𢴩,𢴩
22438,,,𢴪,𢴪,𢴪
22439,,,𢴬,𢴬,𢴬
22440,,,𢴭,𢴭,𢴭
22441,,,𢴮,𢴮,𢴮
22442,,,𢴲,𢴲,𢴲
22443,,,𢴳,𢴳,𢴳
22444,,,𢴵,𢴵,𢴵
22445,,,𢴶,𢴶,𢴶
22446,,,𢴻,𢴻,𢴻
22447,,,𢴽,𢴽,𢴽
22448,,,𢵄,𢵄,𢵄
22449,,,𢵈,𢵈,𢵈
22450,,,𢵋,𢵋,𢵋
22451,,,𢵦,𢵦,𢵦
22452,,,𢵫,𢵫,𢵫
22453,,,𢵿,𢵿,𢵿
22454,,,𢶀,𢶀,𢶀
22455,,,𢶃,𢶃,𢶃
22456,,,𢶇,𢶇,𢶇
22457,,,𢶈,𢶈,𢶈
22458,,,𢶉,𢶉,𢶉
22459,,,𢶋,𢶋,𢶋
22460,,,𢶍,𢶍,𢶍
22461,,,𢶑,𢶑,𢶑
22462,,,𢶡,𢶡,𢶡
22463,,,𢶲,𢶲,𢶲
22464,,,𢷁,𢷁,𢷁
22465,,,𢷍,𢷍,𢷍
22466,,,𢷏,𢷏,𢷏
22467,,,𢷐,𢷐,𢷐
22468,,,𢷕,𢷕,𢷕
22469,,,𢷖,𢷖,𢷖
22470,,,𢷘,𢷘,𢷘
22471,,,𢷜,𢷜,𢷜
22472,,,𢷞,𢷞,𢷞
22473,,,𢷤,𢷤,𢷤
22474,,,𢷶,𢷶,𢷶
22475,,,𢷹,𢷹,𢷹
22476,,,𢷼,𢷼,𢷼
22477,,,𢷾,𢷾,𢷾
22478,,,𢸁,𢸁,𢸁
22479,,,𢸇,𢸇,𢸇
22480,,,𢸔,𢸔,𢸔
22481,,,𢸣,𢸣,𢸣
22482,,,𢸧,𢸧,𢸧
22483,,,𢸳,𢸳,𢸳
22484,,,𢸷,𢸷,𢸷
22485,,,𢸸,𢸸,𢸸
22486,,,𢹍,𢹍,𢹍
22487,,,𢹐,𢹐,𢹐
22488,,,𢹔,𢹔,𢹔
22489,,,𢹕,𢹕,𢹕
22490,,,𢹖,𢹖,𢹖
22491,,,𢹬,𢹬,𢹬
22492,,,𢹭,𢹭,𢹭
22493,,,𢹰,𢹰,𢹰
22494,,,𢹸,𢹸,𢹸
22495,,,𢺃,𢺃,𢺃
22496,,,𢺈,𢺈,𢺈
22497,,,𢺑,𢺑,𢺑
22498,,,𢺕,𢺕,𢺕
22499,,,𢺞,𢺞,𢺞
22500,,,𢺟,𢺟,𢺟
22501,,,𢺡,𢺡,𢺡
22502,,,𢺢,𢺢,𢺢
22503,,,𢺰,𢺰,𢺰
22504,,,𢺴,𢺴,𢺴
22505,,,𢺵,𢺵,𢺵
22506,,,𢺶,𢺶,𢺶
22507,,,𢺷,𢺷,𢺷
22508,,,𢺻,𢺻,𢺻
22509,,,𢻄,𢻄,𢻄
22510,,,𢻈,𢻈,𢻈
22511,,,𢻚,𢻚,𢻚
22512,,,𢻢,𢻢,𢻢
22513,,,𢻥,𢻥,𢻥
22514,,,𢻫,𢻫,𢻫
22515,,,𢻰,𢻰,𢻰
22516,,,𢻱,𢻱,𢻱
22517,,,𢻴,𢻴,𢻴
22518,,,𢻷,𢻷,𢻷
22519,,,𢻹,𢻹,𢻹
22520,,,𢼌,𢼌,𢼌
22521,,,𢼒,𢼒,𢼒
22522,,,𢼛,𢼛,𢼛
22523,,,𢼝,𢼝,𢼝
22524,,,𢼟,𢼟,𢼟
22525,,,𢼡,𢼡,𢼡
22526,,,𢼣,𢼣,𢼣
22527,,,𢼤,𢼤,𢼤
22528,,,𢼥,𢼥,𢼥
22529,,,𢼪,𢼪,𢼪
22530,,,𢼮,𢼮,𢼮
22531,,,𢼸,𢼸,𢼸
22532,,,𢼹,𢼹,𢼹
22533,,,𢽃,𢽃,𢽃
22534,,,𢽅,𢽅,𢽅
22535,,,𢽆,𢽆,𢽆
22536,,,𢽚,𢽚,𢽚
22537,,,𢽝,𢽝,𢽝
22538,,,𢽞,𢽞,𢽞
22539,,,𢽠,𢽠,𢽠
22540,,,𢽡,𢽡,𢽡
22541,,,𢽣,𢽣,𢽣
22542,,,𢽥,𢽥,𢽥
22543,,,𢽰,𢽰,𢽰
22544,,,𢽱,𢽱,𢽱
22545,,,𢽴,𢽴,𢽴
22546,,,𢽻,𢽻,𢽻
22547,,,𢽾,斅,斅
22548,,,𢾁,𢾁,𢾁
22549,,,𢾇,𢾇,𢾇
22550,,,𢾊,𢾊,𢾊
22551,,,𢾎,𢾎,𢾎
22552,,,𢾐,𢾐,𢾐
22553,,,𢾓,𢾓,𢾓
22554,,,𢾖,𢾖,𢾖
22555,,,𢾗,𢾗,𢾗
22556,,,𢾫,𢾫,𢾫
22557,,,𢾮,𢾮,𢾮
22558,,,𢾰,𢾰,𢾰
22559,,,𢾶,𢾶,𢾶
22560,,,𢾷,𢾷,𢾷
22561,,,𢿅,𢿅,𢿅
22562,,,𢿉,𢿉,𢿉
22563,,,𢿌,𢿌,𢿌
22564,,,𢿏,𢿏,𢿏
22565,,,𢿔,𢿔,𢿔
22566,,,𢿘,𢿘,𢿘
22567,,,𢿙,𢿙,𢿙
22568,,,𢿜,𢿜,𢿜
22569,,,𢿝,𢿝,𢿝
22570,,,𢿞,𢿞,𢿞
22571,,,𢿢,𢿢,𢿢
22572,,,𢿣,𢿣,𢿣
22573,,,𢿦,𢿦,𢿦
22574,,,𢿨,𢿨,𢿨
22575,,,𢿩,𢿩,𢿩
22576,,,𢿬,𢿬,𢿬
22577,,,𢿰,𢿰,𢿰
22578,,,𢿹,𢿹,𢿹
22579,,,𢿻,𢿻,𢿻
22580,,,𢿿,𢿿,𢿿
22581,,,𣀃,𣀃,𣀃
22582,,,𣀈,𣀈,𣀈
22583,,,𣀒,𣀒,𣀒
22584,,,𣀓,𣀓,𣀓
22585,,,𣀔,𣀔,𣀔
22586,,,𣀖,𣀖,𣀖
22587,,,𣀗,𣀗,𣀗
22588,,,𣀘,𣀘,𣀘
22589,,,𣀛,𣀛,𣀛
22590,,,𣀣,𣀣,𣀣
22591,,,𣀤,𣀤,𣀤
